SEVERITY NAME,ISSUED BY,PROBLEM TYPE NAME,PROBLEM,SOLVED BY,CSR GROUP,ADDITIONAL INFO,SOLUTION,ACTUAL PROBLEM,SUPPORT TYPE,SUPPORT ZONE,ISSUED BY GROUP,SOLVED COMMENT,PLANCAT TYPE,,,
Full Service Affected,pandey.samir,General Inquiry,Manage cable..,kishan.thapa,Customer Care Unit,Auto close by sub tt:10267838,,Manage cable,Field Support,BATTISPUTALI,Phone Support CSR,,BTL,,,
Full Service Affected,nimesh.nakarmi,No Internet Connection (FTTH),ONU status offline..,basudev.chaudhary,Field Team,Auto close by sub tt:10239847,,ONU status offline,Field Support,PUSPALALCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,binita.shrestha,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10347970,,ONU status offline,Field Support,LAHAN,Phone Support CSR,client will verify again,BTL,,,
Full Service Affected,rajay.tuladhar,Accounts Related Issue,Account Disabled..,admin,Phone Support CSR,Auto close by sub tt:10352732,,Account Disabled,Field Support,BATTISPUTALI,Phone Support CSR,,ATL,,,
Full Service Affected,dhawa.tamang,No Internet Connection (FTTH),Disconnection problem..,rabin.pokhrel,Field Team,Auto close by sub tt:10270201,,Disconnection problem,Field Support,DHUNGEDHARA,Phone Support CSR,call dc.,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,admin,Phone Support CSR,Auto close by sub tt:10440956,,Everything seems slow at client end devices.,Field Support,SURKHET,Phone Support CSR,,ATL,,,
Full Service Affected,dipak.chaudhary,General Inquiry,Client wants to add/replacerou..,kishan.thapa,Customer Care Unit,Auto close by sub tt:10354510,,Client wants to add/replacerouter,Field Support,DANG,Field Support CSR,,ATL,,,
Full Service Affected,sabita.lama,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10418862,,ONU status offline,Field Support,SURKHET,Phone Support CSR,,BTL,,,
Full Service Affected,deepika.chaurel,General Inquiry,Technical Query..,sachin.pakhrin,Customer Care Unit,Auto close by sub tt:10306837,,Technical Query,Field Support,KOTESHWOR,Phone Support CSR,,ATL,,,
Full Service Affected,rabindra.bohora,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10319739,,Speed test fine. Slow experience on certain sites,Field Support,BUTWAL,Phone Support CSR,PING FINE //,BTL,,,
Full Service Affected,pujan.poudel,No Internet Connection (FTTH),ONU status offline..,khagendra.rana,Fiber O&M,Auto close by sub tt:10386239,,ONU status offline,Field Support,DAMAK,Account,,BTL,,,
Full Service Affected,lalita.thapa,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10236905,,Query about Wi-fi SSID/password,Field Support,REGION3-NBU1,Phone Support CSR,ssid enable after verify,BTL,,,
Full Service Affected,bhim.shrestha,General Inquiry,Client wants to upgrade to 5G ..,admin,Phone Support CSR,Auto close by sub tt:10244715,,Client wants to upgrade to 5G plan,Field Support,REGION3-NBU1,Customer Care Unit,,BTL,,,
Full Service Affected,subash.subedi,Accounts Related Issue,Payment Query..,rabin.pokhrel,Field Team,Auto close by sub tt:10268822,,Payment Query,Field Support,SATUNGAL,Phone Support CSR,some information given // extended for 3 day ,BTL,,,
Full Service Affected,saroj.ram,Accounts Related Issue,Account Disabled - Document no..,admin,Phone Support CSR,Auto close by sub tt:10248074,,Account Disabled - Document not uploaded,Field Support,BIRGUNJ,D2D Marketing,pdf uploaded,BTL,,,
Full Service Affected,kushal.subedi,Accounts Related Issue,Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10298788,,Payment Query,Field Support,JANAKPUR,Phone Support CSR,informed to verify to vendor,BTL,,,
Full Service Affected,dilendra.thapa,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10333613,,ONU status offline,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,prashant.koirala1,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10281720,,ONU status offline,Field Support,BIRTAMOD,Branch Supervisor,,BTL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,somlal.tamang,Phone Support CSR,Auto close by sub tt:10277784,,Low power level recorded [< -26 dbm],Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,prerana.thapa,Accounts Related Issue,Account extend request..,rajkumar.chaudhary,Customer Care Unit,Auto close by sub tt:10281253,,Account extend request,Field Support,SALLAGHARI,Phone Support CSR,3 days,BTL,,,
Full Service Affected,sudhira.shakya,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10261517,,Technical Query,Field Support,BIRGUNJ,Phone Support CSR,informed accordingly,BTL,,,
Full Service Affected,anit.waiba,General Inquiry,Technical Query..,deelip.devkota,Fiber O&M,Auto close by sub tt:10308650,,Technical Query,Field Support,NEWBANESHWOR,Phone Support CSR,code sent for my worldlink wifi,ATL,,,
Full Service Affected,swostika.chhetri,Accounts Related Issue,Account extend request..,milan.rokka,Fiber,Auto close by sub tt:10372043,,Account extend request,Field Support,AMARSINGHCHOWK,Phone Support CSR,,ATL,,,
Full Service Affected,ganga.mahji,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10320197,,ONU status offline,Field Support,SINDHULI,Account,,BTL,,,
Full Service Affected,sujan.giri1,Accounts Related Issue,Query about Packages..,admin,Phone Support CSR,Auto close by sub tt:10322407,,Query about Packages,Field Support,DHANGADHI,Phone Support CSR,client wants pay only one month package.,BTL,,,
Full Service Affected,pujan.poudel,No Internet Connection (FTTH),ONU status offline..,bijaya.rayamajhi,Field Team,Auto close by sub tt:10249195,,ONU status offline,Field Support,DAMAK,Account,,BTL,,,
Full Service Affected,bikash.chhetri,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10306060,,Account extend request,Field Support,DHOLAHITI,Phone Support CSR,net tv extend 3 days,ATL,,,
Full Service Affected,sanju.magar,Accounts Related Issue,Online Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10343475,,Online Payment Query,Field Support,BALAJU,Phone Support CSR,,ATL,,,
Full Service Affected,nirmal.rajlawat,General Inquiry,Client wants to upgrade to 5G ..,admin,Phone Support CSR,Auto close by sub tt:10290125,,Client wants to upgrade to 5G plan,Field Support,SALLAGHARI,Field Support CSR,,ATL,,,
Limited Service,admin,No Internet Connection (FTTH),Disconnection problem..,admin,Phone Support CSR,Auto close by sub tt:10348390,,Disconnection problem,Field Support,SALLAGHARI,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,admin,Phone Support CSR,Auto close by sub tt:10305127,,Everything seems slow at client end devices.,Field Support,BIRGUNJ,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Everything seems slow at clien..,admin,Phone Support CSR,Auto close by sub tt:10308580,,Everything seems slow at client end devices.,Field Support,DHOLAHITI,Phone Support CSR,Wireless parameters has been changed. Now working fine as per the client. ,,,,
,,,,,,,,,,,,,,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,yubaraj.paudel,Field Team,Auto close by sub tt:10239721,,Low power level recorded [< -26 dbm],Field Support,REGION3-NBU1,Phone Support CSR,SOLVED,BTL,,,
Full Service Affected,sanish.maharjan1,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10337770,,Query about Wi-fi SSID/password,Field Support,LEKHNATH,Phone Support CSR,client verified through ONU SN num // informed SSID pw as per client request,BTL,,,
Full Service Affected,hishila.prajapati,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10214158,,ONU status offline,Field Support,LEKHNATH,Phone Support CSR,,BTL,,,
Full Service Affected,rima.magar,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10277838,,No users online in Distribution/GPON,Field Support,LEKHNATH,Phone Support CSR,,BTL,,,
Full Service Affected,rakesh.maharjan01,General Inquiry,Manage cable..,admin,Phone Support CSR,Auto close by sub tt:10270797,,Manage cable,Field Support,SATUNGAL,Field Support CSR,,BTL,,,
Full Service Affected,devendra.magar,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10236861,,Technical Query,Field Support,BUTWAL,Phone Support CSR,onu was offline// client was outside the house// couldn't verify the light// suggested client to call after reaching home to verify,BTL,,,
Full Service Affected,prashant.tamang,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10367908,,No users online in Distribution/GPON,Field Support,LEKHNATH,Phone Support CSR,,BTL,,,
Full Service Affected,nitika.tamang,No Internet Connection (FTTH),Disconnection problem..,admin,Phone Support CSR,Auto close by sub tt:10288296,,Disconnection problem,Field Support,BIRGUNJ,Phone Support CSR,,BTL,,,
Full Service Affected,pawan.bagale,Accounts Related Issue,Online Payment Query..,milan.rokka,Fiber,Auto close by sub tt:10360102,,Online Payment Query,Field Support,JANAKPUR,Phone Support CSR,sugeest client to visit the branch once,BTL,,,
Full Service Affected,guna.gautam,General Inquiry,Query about Wi-fi SSID/passwor..,admin,Phone Support CSR,Auto close by sub tt:10310950,,Query about Wi-fi SSID/password,Field Support,BOUDDHA,Phone Support CSR,suggest client to inform SN number for client verification to informed password//,ATL,,,
Full Service Affected,uddhav.basnet,IPTV Related Issues,IPTV mapping missing in eSuppo..,bijaya.rayamajhi,Field Team,Auto close by sub tt:10317707,,IPTV mapping missing in eSupport,Field Support,TIKAPUR,Phone Support CSR,solve,BTL,,,
Full Service Affected,binita.shrestha,General Inquiry,Query about Wi-fi SSID/passwor..,pabin.gurung,Field Team,Auto close by sub tt:10306442,,Query about Wi-fi SSID/password,Field Support,JANAKPUR,Phone Support CSR,ssid ernable//client  verifiied,BTL,,,
Full Service Affected,chaudhary.kanchan,General Inquiry,Location shifting query..,pabin.gurung,Field Team,Auto close by sub tt:10340708,,Location shifting query,Field Support,BALAJU,Phone Support CSR,call transfer  to sales,BTL,,,
Full Service Affected,abhishek.sunuwar,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10286441,,Account extend request,Field Support,BIRTAMOD,Phone Support CSR,,BTL,,,
Full Service Affected,anjali.tamang,No Internet Connection (FTTH),Disconnection problem..,admin,Phone Support CSR,Auto close by sub tt:10285873,,Disconnection problem,Field Support,MANAHARI,Phone Support CSR,suggested to changed power source ,BTL,,,
Full Service Affected,keshav.datt,IPTV Related Issues,Blank Screen / No Signal..,admin,Phone Support CSR,Auto close by sub tt:10276889,,Blank Screen / No Signal,Field Support,MAHENDRANAGAR,Phone Support CSR,call not received,BTL,,,
Full Service Affected,kiran.pokhrel,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10267876,,No users online in Distribution/GPON,Field Support,JANAKPUR,Phone Support CSR,,BTL,,,
Full Service Affected,manoj.chaudhary1,IPTV Related Issues,Error Code 1598:No internet co..,admin,Phone Support CSR,Auto close by sub tt:10355194,,Error Code 1598:No internet connection,Field Support,BUTWAL,Phone Support CSR,call disconnected ,BTL,,,
Full Service Affected,ronisa.shrestha,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10249845,,Upgrade/Change Subscribed Package,Field Support,BUTWAL,Phone Support CSR,follow up done.will contiune account tomorrow.,BTL,,,
Full Service Affected,manoj.bc,Slow Internet Connection (FTTH),Low power level recorded [< -2..,admin,Phone Support CSR,Auto close by sub tt:10373463,,Low power level recorded [< -26 dbm],Field Support,BUTWAL,Field Support CSR,,BTL,,,
Full Service Affected,milan.bk,No Internet Connection (FTTH),ONU status online [No connecti..,admin,Phone Support CSR,Auto close by sub tt:10303543,,ONU status online [No connection log],Field Support,MAHENDRAPOOL,Phone Support CSR, Refresh Renew Status done //as per client working fine ,ATL,,,
Full Service Affected,ganga.lama,General Inquiry,Technical Query..,admin,Phone Support CSR,Auto close by sub tt:10265326,,Technical Query,Field Support,MAHENDRAPOOL,Phone Support CSR,,ATL,,,
Full Service Affected,admin,Slow Internet Connection (FTTH),Low power level recorded [< -2..,admin,Phone Support CSR,Auto close by sub tt:10323595,,Low power level recorded [< -26 dbm],Field Support,AMARSINGHCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,heamang.tamang,General Inquiry,Client wants to upgrade to 5G ..,admin,Phone Support CSR,Auto close by sub tt:10258124,,Client wants to upgrade to 5G plan,Field Support,KIRTIPUR,D2D Marketing,,BTL,,,
Full Service Affected,birendra.kunwar,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10437387,,ONU status offline,Field Support,KAPAN,Field Support CSR,,BTL,,,
Full Service Affected,sirjana.bk,Slow Internet Connection (FTTH),High Latency seen in single de..,admin,Phone Support CSR,Auto close by sub tt:10250243,,High Latency seen in single device with good RSSI,Field Support,KIRTIPUR,Phone Support CSR,pinging test fine// rang fine,BTL,,,
Full Service Affected,naresh.bishwokarma,General Inquiry,Manage cable..,bhesbahadur.neupane,Field Team,Auto close by sub tt:10425883,,Manage cable,Field Support,SYANGJA,Field Team,,BTL,,,
Full Service Affected,bk.kushal,General Inquiry,The client wants a house visit..,krishnabdr.adhikari,Fiber O&M,Auto close by sub tt:10377654,,The client wants a house visit.,Field Support,HETAUDA,Phone Support CSR,,BTL,,,
Full Service Affected,anish.tamang2,No Internet Connection (FTTH),No users online in Distributio..,admin,Phone Support CSR,Auto close by sub tt:10421274,,No users online in Distribution/GPON,Field Support,REGION1-NBU1,Phone Support CSR,,BTL,,,
Full Service Affected,narayan.ranabhat,Accounts Related Issue,Payment Query..,admin,Phone Support CSR,Auto close by sub tt:10259957,,Payment Query,Field Support,CHITWAN,Field Support CSR,,BTL,,,
Full Service Affected,rai.abhishek,No Internet Connection (FTTH),ONU status offline..,sachin.pakhrin,Customer Care Unit,Auto close by sub tt:10259997,,ONU status offline,Field Support,REGION1-NBU1,Phone Support CSR,,BTL,,,
Full Service Affected,aman.mandal,No Internet Connection (FTTH),ONU status offline..,admin,Phone Support CSR,Auto close by sub tt:10275759,,ONU status offline,Field Support,RASTRABANKCHOWK,Phone Support CSR,,BTL,,,
Full Service Affected,anjali.tamang,Accounts Related Issue,Online Payment Query..,basudev.chaudhary,Field Team,Auto close by sub tt:10362022,,Online Payment Query,Field Support,DAMAULI,Phone Support CSR,,BTL,,,
Full Service Affected,ashok.bk,No Internet Connection (FTTH),ONU online - ONU IP Issue..,admin,Phone Support CSR,Auto close by sub tt:10334256,,ONU online - ONU IP Issue,Field Support,BARDIBAS,Phone Support CSR,,BTL,,,
Full Service Affected,shree.tamang,Accounts Related Issue,Account Disabled..,admin,Phone Support CSR,Auto close by sub tt:10258732,,Account Disabled,Field Support,GATTHAGHAR,Phone Support CSR,,BTL,,,
Full Service Affected,anit.waiba,Accounts Related Issue,Account extend request..,admin,Phone Support CSR,Auto close by sub tt:10286590,,Account extend request,Field Support,PEPSICOLA,Phone Support CSR,,BTL,,,
Full Service Affected,trilok.singh,General Inquiry,Client wants to upgrade to 5G ..,shekhar.ghimire,Field Support CSR,Auto close by sub tt:10372501,,Client wants to upgrade to 5G plan,Field Support,BARDIBAS,Branch Supervisor,,BTL,,,
Full Service Affected,aastha.acharya,Accounts Related Issue,Account Disabled..,admin,Phone Support CSR,Auto close by sub tt:10369359,,Account Disabled,Field Support,CHITWAN,Phone Support CSR,extended,BTL,,,
Full Service Affected,alina.moktan,Accounts Related Issue,Account Disabled..,satyendra.mahato,Field Team,Auto close by sub tt:10405795,,Account Disabled,Field Support,BARDIBAS,Phone Support CSR,,BTL,,,
Full Service Affected,nirajan.khadka1,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10276202,,Speed test fine. Slow experience on certain sites,Field Support,PEPSICOLA,Phone Support CSR,device ping fine/speedtest fine/,BTL,,,
Full Service Affected,gaurav.pandey,Accounts Related Issue,Upgrade/Change Subscribed Pack..,admin,Phone Support CSR,Auto close by sub tt:10323384,,Upgrade/Change Subscribed Package,Field Support,URLABARI,Phone Support CSR,,BTL,,,
Full Service Affected,ronisa.shrestha,Slow Internet Connection (FTTH),Speed test fine. Slow experien..,admin,Phone Support CSR,Auto close by sub tt:10322707,,Speed test fine. Slow experience on certain sites,Field Support,MANBHAWAN,Phone Support CSR,range seems fine // while pinging device seems fine // speedtest seems fine ,BTL,,,
